genome	Alert Level	#genes in repr. genome	probability	domain	phylum	class	order	family	genus	species
RS_GCF_000024805.1	0		0.0048536705918579	d__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__Haliangiaceae	g__Haliangium	s__Haliangium ochraceum
GB_GCA_011526095.1	0		0.0022238813215032	d__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__Haliangiaceae	g__WYBA01	s__WYBA01 sp011526095
GB_GCA_003696105.1	0		0.000966082124604	d__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__J016	g__J016	s__J016 sp003696105
RS_GCF_000737335.2	0		0.0032823632435121	d__Bacteria	p__Myxococcota	c__Polyangia	o__Nannocystales	f__Nannocystaceae	g__Enhygromyxa	s__Enhygromyxa salina_C
RS_GCF_002994635.1	0		0.0037696295496512	d__Bacteria	p__Myxococcota	c__Polyangia	o__Nannocystales	f__Nannocystaceae	g__Enhygromyxa	s__Enhygromyxa salina_B
RS_GCF_002994615.1	0		0.0031911696150439	d__Bacteria	p__Myxococcota	c__Polyangia	o__Nannocystales	f__Nannocystaceae	g__Enhygromyxa	s__Enhygromyxa salina_A
RS_GCF_000170895.1	0		0.0029005623764955	d__Bacteria	p__Myxococcota	c__Polyangia	o__Nannocystales	f__Nannocystaceae	g__Plesiocystis	s__Plesiocystis pacifica
RS_GCF_002343915.1	0		0.0081330234319879	d__Bacteria	p__Myxococcota	c__Polyangia	o__Nannocystales	f__Nannocystaceae	g__Nannocystis	s__Nannocystis exedens
GB_GCA_001464385.1	0		0.0070584712234771	d__Bacteria	p__Myxococcota	c__Polyangia	o__Nannocystales	f__Nannocystaceae	g__Ga0077550	s__Ga0077550 sp001464385
RS_GCF_005144585.1	0		0.0053206558471985	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__Polyangium	s__Polyangium fumosum
RS_GCF_009649845.1	0		0.0075419871737668	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__Polyangium	s__Polyangium spumosum
RS_GCF_005144635.1	0		0.0096803639412669	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__Polyangium	s__Polyangium sp005144635
GB_GCA_004297725.1	0		0.008612084637381	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Ga0077539	g__SCUS01	s__SCUS01 sp004297725
