genome	Alert Level	#genes in repr. genome	probability	domain	phylum	class	order	family	genus	species
RS_GCF_000024805.1	0		0.0080667434806879	d__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__Haliangiaceae	g__Haliangium	s__Haliangium ochraceum
GB_GCA_011526095.1	0		0.0020910927872407	d__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__Haliangiaceae	g__WYBA01	s__WYBA01 sp011526095
GB_GCA_003696105.1	0		0.0037794081306019	d__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__J016	g__J016	s__J016 sp003696105
RS_GCF_000737335.2	0		0.0099490996285973	d__Bacteria	p__Myxococcota	c__Polyangia	o__Nannocystales	f__Nannocystaceae	g__Enhygromyxa	s__Enhygromyxa salina_C
RS_GCF_002994635.1	0		0.0128322084051501	d__Bacteria	p__Myxococcota	c__Polyangia	o__Nannocystales	f__Nannocystaceae	g__Enhygromyxa	s__Enhygromyxa salina_B
RS_GCF_002994615.1	0		0.0173187704679195	d__Bacteria	p__Myxococcota	c__Polyangia	o__Nannocystales	f__Nannocystaceae	g__Enhygromyxa	s__Enhygromyxa salina_A
RS_GCF_000170895.1	0		0.019018326619189	d__Bacteria	p__Myxococcota	c__Polyangia	o__Nannocystales	f__Nannocystaceae	g__Plesiocystis	s__Plesiocystis pacifica
RS_GCF_002343915.1	0		0.0080654640705933	d__Bacteria	p__Myxococcota	c__Polyangia	o__Nannocystales	f__Nannocystaceae	g__Nannocystis	s__Nannocystis exedens
GB_GCA_001464385.1	0		0.0038837200079803	d__Bacteria	p__Myxococcota	c__Polyangia	o__Nannocystales	f__Nannocystaceae	g__Ga0077550	s__Ga0077550 sp001464385
RS_GCF_005144585.1	0		0.002682687363617	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__Polyangium	s__Polyangium fumosum
RS_GCF_009649845.1	0		0.003772596602063	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__Polyangium	s__Polyangium spumosum
RS_GCF_005144635.1	0		0.0020866926805915	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__Polyangium	s__Polyangium sp005144635
GB_GCA_004297725.1	0		0.0013919259179849	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Ga0077539	g__SCUS01	s__SCUS01 sp004297725
GB_GCA_002320815.1	0		0.0089481044600221	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__SG8-38	g__UBA1660	s__UBA1660 sp002320815
GB_GCA_002699025.1	0		0.0062677632798943	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__SG8-38	g__GCA-2699025	s__GCA-2699025 sp002699025
RS_GCF_000737325.1	0		0.0026875511620566	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Sandaracinaceae	g__Sandaracinus	s__Sandaracinus amylolyticus
RS_GCF_000013385.1	0		0.0016909602341494	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Anaeromyxobacteraceae	g__Anaeromyxobacter	s__Anaeromyxobacter dehalogenans_B
RS_GCF_000964525.1	0		0.0013906257038427	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Anaeromyxobacteraceae	g__Anaeromyxobacter	s__Anaeromyxobacter sp000964525
RS_GCF_000022145.1	0		0.0012923684135283	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Anaeromyxobacteraceae	g__Anaeromyxobacter	s__Anaeromyxobacter dehalogenans
RS_GCF_000017505.1	0		0.0027872159667635	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Anaeromyxobacteraceae	g__Anaeromyxobacter	s__Anaeromyxobacter sp000017505
RS_GCF_013340205.1	0		0.0017922498842597	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Anaeromyxobacteraceae	g__R267	s__R267 sp013340205
GB_GCA_903874275.1	0		0.0033777436943809	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Anaeromyxobacteraceae	g__CAIOAK01	s__CAIOAK01 sp903874275
GB_GCA_903904005.1	0		0.0026817070999253	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Anaeromyxobacteraceae	g__CAIOAK01	s__CAIOAK01 sp903904005
GB_GCA_903855945.1	0		0.0021842548356282	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Anaeromyxobacteraceae	g__CAIOAK01	s__CAIOAK01 sp903855945
RS_GCF_013116825.1	0		0.0020874642217457	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Myxococcus	s__Myxococcus xanthus_B
RS_GCF_900101905.1	0		0.00138955621543	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Myxococcus	s__Myxococcus virescens
RS_GCF_900106535.1	0		0.0019859320054859	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Myxococcus	s__Myxococcus xanthus
RS_GCF_010998615.1	0		0.0011897410635992	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Myxococcus	s__Myxococcus sp010998615
RS_GCF_006402735.1	0		0.0014893863607715	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Myxococcus	s__Myxococcus xanthus_A
RS_GCF_013372585.1	0		0.002978089968755	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Myxococcus	s__Myxococcus sp013372585
RS_GCF_002305895.1	0		0.0029763405022244	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Myxococcus	s__Myxococcus macrosporus
RS_GCF_000280925.3	0		0.0021859522528004	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Myxococcus	s__Myxococcus hansupus
GB_GCA_014656495.1	0		0.0026835772240928							
RS_GCF_010894405.1	0		0.00129105634312	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Myxococcus	s__Myxococcus caerfyrddinensis
RS_GCF_010894435.1	0		0.0013905626601849	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Myxococcus	s__Myxococcus trucidator
RS_GCF_012933655.1	0		0.001289033479465	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Myxococcus	s__Myxococcus fallax
RS_GCF_000331735.1	0		0.0021873266689667	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Myxococcus	s__Myxococcus stipitatus
RS_GCF_900111765.1	0		0.0015908388667481	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Myxococcus	s__Myxococcus fulvus
